Scenario,Tariff Rate,Cost Impact,TCO Increase,New TCO,Risk Level
Current (7.5-25%),15%,18.7668,3.144044228513989,615.6668,Low
Moderate Escalation (40%),40%,50.044800000000016,8.384117942703973,646.9448,Medium
Maximum Escalation (60%),60%,75.0672,12.576176914055957,671.9671999999999,Medium
Trade War (80%),80%,100.08960000000003,16.768235885407947,696.9896,High
